freq,purchase,unit,geo\TIME_PERIOD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,TOTAL,I25_A_AVG,NL,49.41,51.51,54.0,55.19,52.74,51.81,50.79,47.39,44.53,44.91,46.48,48.94,52.9,57.82,62.0,66.96,76.66,86.84,85.18,92.14,100.0
A,TOTAL,I25_A_AVG,NO,33.55,38.14,42.95,42.49,43.29,46.87,50.69,54.11,56.44,57.98,61.86,66.73,70.36,71.46,74.34,78.01,85.15,90.13,91.31,94.59,100.0
A,TOTAL,I25_A_AVG,PL,,,,,,48.71,48.75,47.05,44.99,45.43,46.13,46.98,48.79,52.0,56.52,62.44,68.16,76.2,82.92,95.34,100.0
A,TOTAL,I25_A_AVG,PT,,,,40.76,40.38,40.69,38.7,35.96,35.28,36.78,37.9,40.6,44.35,48.91,53.78,58.49,63.99,72.08,77.99,85.07,100.0
A,TOTAL,I25_A_AVG,RO,,,,,78.44,72.53,63.6,60.38,60.23,58.99,60.68,64.29,68.17,71.97,74.44,77.92,81.36,87.19,90.06,94.59,100.0
A,TOTAL,I25_A_AVG,SE,39.01,43.82,49.28,49.83,51.39,55.44,56.87,57.59,60.56,66.27,74.96,81.14,86.52,85.71,87.84,91.53,100.79,104.38,98.98,98.97,100.0
A,TOTAL,I25_A_AVG,SI,,,56.23,60.17,54.47,54.54,56.02,52.16,49.42,46.17,46.54,48.05,52.02,56.56,60.35,63.13,70.42,80.81,86.66,93.19,100.0
A,TOTAL,I25_A_AVG,SK,,37.21,47.99,56.58,49.37,47.52,46.81,45.51,45.87,46.49,48.97,52.23,55.29,59.41,64.83,71.01,75.54,85.89,85.73,88.96,100.0
A,TOTAL,I25_A_AVG,TR,,,,,,2.52,2.74,3.04,3.39,3.81,4.41,4.97,5.51,5.94,6.23,7.71,10.6,26.5,53.62,75.89,
A,TOTAL,I25_A_AVG,UK,78.96,85.1,93.54,89.41,81.44,86.15,84.88,85.2,87.39,94.4,100.0,106.99,111.86,115.53,116.67,,,,,,
A,TOTAL,RCH_A_AVG,AT,,,,,,,5.4,6.6,5.0,3.8,5.6,6.7,5.1,6.0,6.0,7.6,11.4,11.6,-2.9,-0.4,2.6
A,TOTAL,RCH_A_AVG,BE,,9.8,7.8,4.3,-0.4,2.3,3.6,2.4,1.5,-0.3,1.8,2.3,3.5,3.0,3.7,4.3,6.7,5.5,2.3,3.2,3.2
A,TOTAL,RCH_A_AVG,BG,,14.7,28.9,25.0,-20.4,-10.2,-5.5,-1.9,-2.2,1.4,2.8,7.0,8.7,6.6,6.0,4.6,8.7,13.8,9.9,16.5,14.6
A,TOTAL,RCH_A_AVG,CH,,,,,,,,,,,,,,3.0,3.7,2.5,5.7,6.4,2.2,1.7,4.6
A,TOTAL,RCH_A_AVG,CY,,11.9,11.7,5.6,-6.6,-5.7,-1.6,-3.1,-4.1,-1.8,-1.4,-0.2,4.7,-1.3,8.4,5.2,-1.5,6.5,9.2,7.3,4.5
A,TOTAL,RCH_A_AVG,CZ,,,,,-3.8,-1.8,0.0,-1.4,-0.1,2.4,4.1,7.2,11.7,8.6,9.1,8.4,19.7,16.9,-1.7,5.0,10.4
A,TOTAL,RCH_A_AVG,DE,,-0.3,-2.2,1.4,0.8,1.1,3.6,3.4,3.1,3.1,4.8,7.4,6.2,6.6,5.8,7.7,11.6,6.0,-8.4,-1.5,3.2
A,TOTAL,RCH_A_AVG,DK,,24.1,2.7,-5.2,-12.0,2.8,-1.7,-2.7,3.9,3.8,7.0,4.6,5.0,4.4,2.2,4.3,11.5,4.7,-3.8,3.5,7.5
A,TOTAL,RCH_A_AVG,EA,,6.7,4.1,1.2,-2.7,1.0,1.1,-2.1,-2.0,0.3,1.7,4.0,4.4,4.8,4.4,5.3,7.9,7.3,-1.2,2.0,5.2
A,TOTAL,RCH_A_AVG,EA19,,7.2,4.7,1.4,-3.1,0.9,1.1,-2.0,-1.9,0.3,1.7,4.0,4.4,4.8,4.4,5.3,7.9,7.3,-1.3,1.9,5.1
A,TOTAL,RCH_A_AVG,EA20,,7.3,4.7,1.4,-3.1,0.8,1.1,-2.0,-1.9,0.3,1.6,4.0,4.4,4.8,4.4,5.3,7.9,7.3,-1.1,2.0,5.2
A,TOTAL,RCH_A_AVG,EA21,,7.4,4.9,1.6,-3.3,0.8,1.1,-2.0,-2.0,0.3,1.6,4.0,4.4,4.8,4.4,5.3,7.9,7.4,-1.0,2.2,5.3
A,TOTAL,RCH_A_AVG,EE,,49.5,20.8,-9.6,-37.2,5.7,8.5,7.3,10.6,13.7,6.9,4.7,5.5,5.9,7.0,6.0,15.1,22.2,5.9,6.1,5.2
A,TOTAL,RCH_A_AVG,ES,,,9.8,-1.4,-6.6,-1.8,-7.6,-14.8,-9.1,0.3,3.6,4.6,6.2,6.7,5.2,2.2,3.7,7.4,4.0,8.5,12.7
A,TOTAL,RCH_A_AVG,EU,,8.8,8.6,0.5,-4.4,1.2,0.3,-1.8,-1.1,1.7,2.8,4.7,4.8,4.8,4.3,5.4,8.4,8.0,-0.3,3.4,5.5
A,TOTAL,RCH_A_AVG,EU27_2020,,9.9,8.5,1.3,-3.7,0.5,0.6,-2.1,-1.7,0.7,2.3,4.3,4.8,5.0,4.9,5.6,8.4,8.0,-0.3,3.4,5.5
A,TOTAL,RCH_A_AVG,EU28,,9.6,8.7,0.5,-4.4,1.2,0.3,-1.8,-1.1,1.7,2.8,4.7,4.8,4.8,4.3,,,,,,
A,TOTAL,RCH_A_AVG,FI,,7.0,5.9,0.8,1.4,6.3,3.2,2.4,1.2,-0.4,0.0,1.3,1.1,0.9,0.4,1.8,4.6,1.0,-6.2,-3.1,-2.3
A,TOTAL,RCH_A_AVG,FR,,11.6,6.4,0.9,-6.1,4.6,5.7,-0.5,-1.9,-1.5,-1.3,1.0,3.2,2.9,3.3,5.2,6.4,6.2,-0.4,-3.7,0.7
A,TOTAL,RCH_A_AVG,HR,,,,,-5.1,-6.3,0.1,-1.6,-4.0,-1.5,-2.8,1.0,3.9,6.5,8.8,7.3,7.5,14.8,12.1,10.4,13.9
A,TOTAL,RCH_A_AVG,HU,,,,2.4,-5.2,-2.4,-3.4,-3.7,-2.6,4.2,13.1,13.4,12.2,14.3,17.0,4.9,16.5,22.3,7.1,13.7,18.3
A,TOTAL,RCH_A_AVG,IE,,14.9,7.5,-6.9,-19.1,-13.5,-17.1,-13.4,1.2,16.5,11.5,7.5,10.9,10.2,2.3,0.3,8.3,12.3,3.1,8.5,7.5
A,TOTAL,RCH_A_AVG,IS,,16.8,9.4,6.2,-9.7,-3.0,4.6,6.9,5.8,8.4,8.2,9.8,19.5,8.2,4.4,6.4,12.5,21.0,7.8,8.0,5.1
A,TOTAL,RCH_A_AVG,IT,,,,,,,1.3,-2.5,-6.5,-4.7,-3.8,0.3,-1.1,-0.6,-0.1,1.9,2.5,3.8,1.3,3.2,4.0
A,TOTAL,RCH_A_AVG,LT,,,26.3,9.0,-29.9,-7.4,6.6,-0.2,1.2,6.4,3.7,5.4,8.9,7.3,6.8,7.3,16.0,19.1,9.8,9.7,9.8
A,TOTAL,RCH_A_AVG,LU,,,,3.3,-1.1,5.4,3.7,4.2,5.0,4.4,5.4,6.1,5.7,7.4,9.5,14.5,14.0,9.5,-9.1,-5.2,1.6
A,TOTAL,RCH_A_AVG,LV,,,36.3,1.1,-37.3,-11.0,10.4,3.0,6.8,6.0,-3.4,8.5,8.8,9.6,9.0,3.5,10.9,13.8,3.7,4.2,7.6
A,TOTAL,RCH_A_AVG,MT,,19.9,21.0,11.0,-4.3,1.1,-1.4,3.1,-0.4,2.5,5.8,5.4,5.3,5.8,6.1,3.4,5.1,6.7,6.2,6.7,6.0
A,TOTAL,RCH_A_AVG,NL,,4.3,4.8,2.2,-4.4,-1.7,-2.0,-6.7,-6.0,0.8,3.5,5.3,8.1,9.3,7.2,8.0,14.5,13.3,-1.9,8.2,8.5
A,TOTAL,RCH_A_AVG,NO,,13.7,12.6,-1.1,1.9,8.3,8.2,6.7,4.3,2.7,6.7,7.9,5.4,1.6,4.0,4.9,9.2,5.9,1.3,3.6,5.7
A,TOTAL,RCH_A_AVG,PL,,,,,,,0.1,-3.5,-4.4,1.0,1.5,1.9,3.9,6.6,8.7,10.5,9.2,11.8,8.8,15.0,4.9
A,TOTAL,RCH_A_AVG,PT,,,,,-0.9,0.8,-4.9,-7.1,-1.9,4.3,3.1,7.1,9.2,10.3,10.0,8.8,9.4,12.6,8.2,9.1,17.6
A,TOTAL,RCH_A_AVG,RO,,,,,,-7.5,-12.3,-5.1,-0.2,-2.1,2.9,5.9,6.0,5.6,3.4,4.7,4.4,7.2,3.3,5.0,5.7
A,TOTAL,RCH_A_AVG,SE,,12.3,12.5,1.1,3.1,7.9,2.6,1.3,5.2,9.4,13.1,8.2,6.6,-0.9,2.5,4.2,10.1,3.6,-5.2,0.0,1.0
A,TOTAL,RCH_A_AVG,SI,,,,7.0,-9.5,0.1,2.7,-6.9,-5.2,-6.6,0.8,3.3,8.3,8.7,6.7,4.6,11.5,14.8,7.2,7.5,7.3
A,TOTAL,RCH_A_AVG,SK,,,29.0,17.9,-12.8,-3.7,-1.5,-2.8,0.8,1.4,5.3,6.7,5.9,7.4,9.1,9.5,6.4,13.7,-0.2,3.8,12.4
A,TOTAL,RCH_A_AVG,TR,,,,,,,8.8,10.9,11.4,12.5,15.8,12.8,10.8,7.8,4.8,23.7,37.6,150.0,102.3,41.5,
A,TOTAL,RCH_A_AVG,UK,,7.8,9.9,-4.4,-8.9,5.8,-1.5,0.4,2.6,8.0,5.9,7.0,4.6,3.3,1.0,,,,,,
